,chemicalFormula,references,Crystallinity,Electrical conductivity,Electrical conductivity-conditions,Electrical conductivity-dataType,Electrical conductivity-units,Electrical resistivity,Electrical resistivity-conditions,Electrical resistivity-dataType,Electrical resistivity-units,Power factor,Power factor-conditions,Power factor-dataType,Power factor-units,Preparation method,Seebeck coefficient,Seebeck coefficient-conditions,Seebeck coefficient-dataType,Seebeck coefficient-units,Space group,Thermal conductivity,Thermal conductivity-conditions,Thermal conductivity-dataType,Thermal conductivity-units,Thermoelectric figure of merit (zT),Thermoelectric figure of merit (zT)-conditions,Thermoelectric figure of merit (zT)-dataType
846,CuRh0.99Mg0.01O2,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1103/PhysRevB.80.115103', 'doi': '10.1103/PhysRevB.80.115103'}]}]",Polycrystalline,2.1834E+01,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0458,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.7487E-04,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",283.00,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,166,,,,,,,
847,Zr0.5Hf0.5NiSn,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.1868063', 'doi': '10.1063/1.1868063'}]}]",Polycrystalline,4.6154E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00216666,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.5719E-03,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Arc-melted, Ar",-236.062,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,216,3.274,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.549896257,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
848,Zr0.95Nb0.05NiSn,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jallcom.2008.02.041', 'doi': '10.1016/j.jallcom.2008.02.041'}]}]",Polycrystalline,2.9652E+03,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.000337249,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.8125E-03,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Arc-melted, vacuum",-78.184,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,216,8.8594,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.061376527,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL
849,Ba8Ga16Ge30,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1103/PhysRevB.77.075203', 'doi': '10.1103/PhysRevB.77.075203'}]}]",Polycrystalline,4.4843E+02,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00223,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,9.3504E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, Ar",-144.40,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,223,1.26,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.742094099,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
850,NaCo2O4,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1143/JJAP.40.4644', 'doi': '10.1143/JJAP.40.4644'}]}]",Single crystal,2.8257E+03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,3.54E-04,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.7138E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Flux (NaCl), air",98,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,194,13.53,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.080229444,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
851,Ba8Ga16Ge30,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1109/ICT.2002.1190269', 'doi': '10.1109/ICT.2002.1190269'}]}]",Polycrystalline,3.5499E+02,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.002817,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,7.8811E-04,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Arc melting,149.00,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,223,2,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.118216187,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL
852,Pr0.5Ca0.5MnO3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.1687532', 'doi': '10.1063/1.1687532'}]}]",Polycrystalline,6.2130E+01,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0160953,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,3.4122E-06,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",-23.4352,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,,,,,,,
853,Mg2Si0.997Bi0.003,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1039/C1JM10827A', 'doi': '10.1039/C1JM10827A'}]}]",Polycrystalline,1.8484E+03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.000541,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.8856E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Mechanochemical, Ar",-101.00,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,225,4.76,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.15845229,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
854,Zn0.99Al0.01O,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1007/s11664-009-0815-2', 'doi': '10.1007/s11664-009-0815-2'}]}]",Polycrystalline,1.4754E+02,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.006778,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.8176E-04,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, vacuum",-110.995,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,186,,,,,,,
855,TiNiSn,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jallcom.2008.02.041', 'doi': '10.1016/j.jallcom.2008.02.041'}]}]",Polycrystalline,6.1475E+02,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00162668,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.5682E-03,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Arc-melted, vacuum",-159.717,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,216,6.4417,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.243444308,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
856,YbBiRu2O7,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/S0167-577X(01)00317-2', 'doi': '10.1016/S0167-577X(01)00317-2'}]}]",Polycrystalline,5.9067E+02,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00169298,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.1993E-05,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,19.30,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,227,,,,,,,
857,Ag9TlTe5,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.2009828', 'doi': '10.1063/1.2009828'}]}]",Polycrystalline,1.2019E+01,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0832,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.2852E-04,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Melted,327.00,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,167,0.21,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.244800824,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
858,Ca2Co2O5,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1143/JJAP.39.L1127', 'doi': '10.1143/JJAP.39.L1127'}]}]",Single crystal,6.8182E+02,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00146667,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.3819E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Melted,142.36,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,12,2.35,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.23521233,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
859,Sr0.61Ba0.39Nb2O6,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1557/jmr.2010.78', 'doi': '10.1557/jmr.2010.78'}]}]",Polycrystalline,1.2500E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.008,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,5.8320E-04,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Templated grain growth, air, anneal P(O2) = 10$^{-14}$",-216.00,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,100,2.1717,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.187981765,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
860,In1.94Ge0.06O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.ssc.2007.12.033', 'doi': '10.1016/j.ssc.2007.12.033'}]}]",Polycrystalline,7.1640E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00139586,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,5.6196E-04,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-88.5677,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,206,3.89999,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.100865679,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
861,Pb0.94Sr0.04TeNa0.02,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1038/nature11439', 'doi': '10.1038/nature11439'}]}]",Polycrystalline,1.4730E+03,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.000678887,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,9.6644E-04,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Sparks plasma sintering,81.00,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,225,2.85000E+00,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,1.01730E-01,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL
862,CeFe1.5Co2.5Sb12,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://www.jstor.org/stable/2889796'}]}]",Polycrystalline,2.2420E+01,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0446028,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,3.2316E-07,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Melted, vacuum",12.0057,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,204,,,,,,,
863,Zr0.15Hf0.15Ti0.7NiSn,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jallcom.2004.05.078', 'doi': '10.1016/j.jallcom.2004.05.078'}]}]",Polycrystalline,5.9351E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0016849,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,4.0409E-03,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Arc-melted, Ar",-260.931,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,216,,,,,,,
864,In0.25Co4Sb12,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1021/cm052055b', 'doi': '10.1021/cm052055b'}]}]",Polycrystalline,7.4551E+02,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00134137,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,4.5828E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-247.94,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,204,2.26473,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.809426937,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
865,Ca0.96Bi0.04Mn0.96Nb0.04O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jallcom.2009.08.012', 'doi': '10.1016/j.jallcom.2009.08.012'}]}]",Polycrystalline,1.1281E+02,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.008864209,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,9.3801E-05,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-91.19,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,2.2675,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.012410311,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL
866,WO2.9,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'Personal communication'}]}]",Polycrystalline,9.4906E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00105367,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.9604E-04,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Spark plasma sintering,-45.45,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,10,3.4727,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.039515646,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
867,Ca0.98Bi0.02Mn0.98Nb0.02O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jallcom.2009.08.012', 'doi': '10.1016/j.jallcom.2009.08.012'}]}]",Polycrystalline,4.6431E+01,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.021537238,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,6.5979E-05,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-119.21,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,2.27454,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.011603063,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
868,Zr0.5Hf0.5NiSn1.998Sb0.002,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jallcom.2004.05.078', 'doi': '10.1016/j.jallcom.2004.05.078'}]}]",Polycrystalline,4.6125E+02,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.002168,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,3.6421E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Arc-melted, Ar",-281,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,216,2.712932995,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.537,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
869,CaGd0.98Mn0.02O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x', 'doi': '10.1111/j.1551-2916.2010.03673.x'}]}]",Polycrystalline,4.5238E+01,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.022105261,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.3500E-04,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Co-precipitation,-227.92,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,,,,,,,
870,CeFe3.5Co0.5Sb14,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1109/ICT.1996.553263', 'doi': '10.1109/ICT.1996.553263'}]}]",Polycrystalline,9.3458E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,1.07E-03,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.3331E-03,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Combination of melting and powder metallurgy techniques,158,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,204,2.49,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.6558871,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
871,SrTi0.8Nb0.2O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.3117943', 'doi': '10.1063/1.3117943'}]}]",Polycrystalline,5.8500E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.001709402,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,7.0785E-04,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, Ar",-110,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,140,4.92,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.100710366,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
872,W0.9O2.7Co0.2O0.3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1007/s10854-011-0574-8', 'doi': '10.1007/s10854-011-0574-8'}]}]",Polycrystalline,1.7825E-03,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,561.0255547,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.9217E-09,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,103.833,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,2,,,,,,,
873,CeFe1.5Co2.5Sb12,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://www.jstor.org/stable/2889796'}]}]",Polycrystalline,2.5159E+02,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00397477,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.0338E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Melted, vacuum",-89.9103,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,204,,,,,,,
