,composition,Charpy impact energy,Charpy impact energy-conditions,Charpy impact energy-units,Elongation,Elongation-conditions,Elongation-units,"Fracture toughness, K$_{IC}$","Fracture toughness, K$_{IC}$-conditions","Fracture toughness, K$_{IC}$-units","Ultimate tensile strength, UTS","Ultimate tensile strength, UTS-conditions","Ultimate tensile strength, UTS-units","Yield strength, YS","Yield strength, YS-conditions","Yield strength, YS-units",parse_comp
611,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,,,,,,,1860.3,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",MPa,1446.9,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.01, 0.01, 14.5, 0.01, 5, 0.01, 0, 0.01, 13.5, 0, 0.05, 0]"
612,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.46'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.34'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.24'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.04'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",74.6,,J,15.0,,%,,,,1281.5,,MPa,1254.0,,MPa,"[0.04, 0.01, 0.01, 12.46, 8.34, 2.24, 0.01, 0, 0.01, 0.01, 0, 1.04, 0.01]"
613,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.49'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.31'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.21'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.06'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.09'}}]",,,,16.0,,%,94.9,,MPa m$^{0.5}$,1517.2,,MPa,1434.5,,MPa,"[0.03, 0.01, 0.01, 12.49, 8.31, 2.21, 0.01, 0.01, 0.01, 0.01, 0, 1.06, 0.09]"
614,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.56'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.31'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.02'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",119.3,,J,16.0,,%,,,,,,,1274.7,,MPa,"[0.03, 0.01, 0.01, 12.56, 8.31, 2.22, 0.01, 0, 0.01, 0.01, 0, 1.02, 0.01]"
615,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.16'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.06'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '2.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.08'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '12.15'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",57.4,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,16.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1632.9,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1493.1,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.16, 0.06, 2.01, 10.08, 1.22, 0.01, 0, 0.01, 12.15, 0, 0.01, 0]"
616,"[{'element': 'C', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Si', 'actualWeightPercent': {'value': '4.27'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '18.1'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.09'}}]",,,,,,,,,,1991.2,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1867.2,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.02, 0.1, 4.27, 0.01, 18.1, 0.02, 0.01, 0, 0.01, 0.01, 0, 0.07, 0.09]"
617,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '15'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '6.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '14.8'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.62'}}]",,,,11.0,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",%,,,,1661.2,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,1510.3,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 15, 6.02, 0.01, 0, 0.01, 14.8, 0, 0.03, 0.62]"
618,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '10.12'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '7.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.48'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '10.05'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,16.4,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",%,,,,1672.9,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",MPa,1389.0,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 10.12, 7.01, 5.48, 0.01, 0, 0.01, 10.05, 0, 0.03, 0]"
619,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '17.2'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.95'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '12.2'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.23'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '1.78'}}]",,,,8.0,"{'name': 'Temperature', 'scalars': [{'value': '0'}], 'units': '$^{\\circ}$C'}",%,,,,2452.8,"{'name': 'Temperature', 'scalars': [{'value': '0'}], 'units': '$^{\\circ}$C'}",MPa,2404.6,"{'name': 'Temperature', 'scalars': [{'value': '0'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.05, 0.05, 0.01, 17.2, 3.95, 0.01, 0, 0.01, 12.2, 0, 0.23, 1.78]"
620,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.63'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,13.1,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",%,,,,1548.9,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",MPa,1400.0,"{'name': 'Temperature', 'scalars': [{'value': '927'}], 'units': '$^{\\circ}$C'}",MPa,"[0.04, 0.01, 0.02, 12.52, 8.63, 2.1, 0.01, 0, 0.01, 0.01, 0, 1, 0]"
621,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '9.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '6.99'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.75'}}, {'element': 'V', 'actualWeightPercent': {'value': '0'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0'}}, {'element': 'Co', 'actualWeightPercent': {'value': '8.02'}}, {'element': 'W', 'actualWeightPercent': {'value': '2.43'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.8'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,6.0,"{'name': 'Temperature', 'scalars': [{'value': '960'}], 'units': '$^{\\circ}$C'}",%,,,,2009.0,"{'name': 'Temperature', 'scalars': [{'value': '960'}], 'units': '$^{\\circ}$C'}",MPa,1853.0,"{'name': 'Temperature', 'scalars': [{'value': '960'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.04, 0.04, 9.9, 6.99, 2.75, 0, 0, 0, 8.02, 2.43, 1.8, 0]"
622,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.06'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '5.15'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.2'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.2'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.09'}}]",180.3,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,19.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1019.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1019.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.06, 0.05, 5.15, 10.2, 3.2, 0.01, 0, 0.01, 0.01, 0, 0.03, 0.09]"
623,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '17.5'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.9'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '11.8'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.17'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '1.54'}}]",,,,6.0,"{'name': 'Temperature', 'scalars': [{'value': '760'}], 'units': '$^{\\circ}$C'}",%,,,,2425.3,"{'name': 'Temperature', 'scalars': [{'value': '760'}], 'units': '$^{\\circ}$C'}",MPa,2370.2,"{'name': 'Temperature', 'scalars': [{'value': '760'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.05, 0.05, 0.01, 17.5, 3.9, 0.01, 0, 0.01, 11.8, 0, 0.17, 1.54]"
624,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.06'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '4.72'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.1'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.13'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.25'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.23'}}]",94.9,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,16.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1198.2,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1172.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.06, 0.08, 4.72, 10.1, 3.13, 0.01, 0, 0.01, 0.01, 0, 0.25, 0.23]"
625,"[{'element': 'C', 'actualWeightPercent': {'value': '0.16'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.56'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '4.9'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.48'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15.6'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,9.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,,,,1991.2,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1474.5,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.16, 0.01, 0.01, 14.56, 0.01, 4.9, 0.48, 0.05, 0.01, 15.6, 0, 0.04, 0]"
626,"[{'element': 'C', 'actualWeightPercent': {'value': '0.35'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.23'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '7.15'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.78'}}, {'element': 'V', 'actualWeightPercent': {'value': '1.02'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '4.9'}}, {'element': 'W', 'actualWeightPercent': {'value': '1.54'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,6.0,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",%,,,,2039.4,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",MPa,1688.1,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",MPa,"[0.35, 0.23, 0.01, 7.15, 0.01, 5.78, 1.02, 0, 0.01, 4.9, 1.54, 0.03, 0]"
627,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.51'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.28'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.2'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.05'}}]",71.9,,J,18.0,,%,,,,1316.0,,MPa,1267.8,,MPa,"[0.03, 0.01, 0.01, 12.51, 8.28, 2.2, 0.01, 0.01, 0.01, 0.01, 0, 1.05, 0.05]"
628,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '11.11'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.23'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '7.51'}}, {'element': 'W', 'actualWeightPercent': {'value': '0.28'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.57'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.59'}}]",21.7,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",J,,,,,,,1846.5,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,1757.0,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.01, 0.01, 11.11, 10, 1.23, 0.01, 0, 0.01, 7.51, 0.28, 0.57, 0.59]"
629,"[{'element': 'C', 'actualWeightPercent': {'value': '0.2'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.3'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.46'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.95'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.97'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.75'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,16.9,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,103.5,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1762.9,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1287.1,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.2, 0.01, 0.3, 12.46, 0.95, 1.97, 0.01, 0, 0.08, 13.75, 0, 0.03, 0]"
630,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.63'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,14.4,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",%,,,,1471.7,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",MPa,1295.3,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",MPa,"[0.04, 0.01, 0.02, 12.52, 8.63, 2.1, 0.01, 0, 0.01, 0.01, 0, 1, 0]"
